flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
7071042.639753,17.000000,13.000000,1010.177481,429.064781,141.148723,22.259840,92.618732,18.698661,131.197855,36.188468,24.490186,55.116054,805.159635,1.147311,51967.464205,41742.489521,80473.889468,1504.135435,134730.971603,17346.183821,24739.050841,120957.783474,526.777601,86626.029274,11045.655426,16907.380122,67602.190794,451.914550,0.000000,0.000000,0.000000,0.000000,253.000000,218.000000,1.545762,1.681348,13.387847,214.252419,20.553304,34.964098,1682.683739,1.000000,2.000000,0.000000,2.000000,10.000000,0.000000,0.000000,0.000000,0.361029,35.452165,38.339084,41.079017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,814.810355,8.000000,385.000655,51008.000000,53113.000000,7.000000,20.000000,30195.960782,35487.206832,62678.703428,9431.745622,99064.434659,80033.393901,119786.438670,24866.663941,BENIGN
686056.521263,8.000000,8.000000,40.115755,384.026238,40.297154,25.016188,31.481136,34.477535,133.584956,6.829775,70.168042,32.352299,942.319340,2.594071,65992.517972,29151.013609,109029.850502,303.093301,65837.220876,9416.290484,17504.174209,79380.149150,483.684673,42117.491969,16879.135593,12355.471943,59112.605987,390.367443,1.000000,0.000000,0.000000,0.000000,111.000000,182.000000,4.706696,0.672917,36.186843,146.140362,78.251242,43.173655,1684.288429,1.000000,13.000000,0.000000,2.000000,5.000000,0.000000,0.000000,0.000000,1.627971,89.135054,90.980741,19.372102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,296.754993,8.000000,173.581543,51949.000000,43855.000000,12.000000,20.000000,36102.139350,32199.069294,107226.659509,7462.593307,63248.017464,23716.945827,134878.280277,27067.315518,SSH-Patator
3768047.347106,7.000000,8.000000,310.859118,525.112915,76.151071,29.281292,71.795290,62.687730,17.693914,26.308158,31.079493,25.148524,1037.907913,5.157761,55803.408648,66916.426794,68550.044853,1666.852616,49067.285794,17733.659324,16887.732729,45119.389739,524.675751,75523.968200,25663.066750,16965.155812,82582.874370,317.396308,1.000000,0.000000,0.000000,0.000000,245.000000,111.000000,0.155765,1.979391,3.089696,102.946169,89.529721,33.532273,1064.832991,1.000000,1.000000,0.000000,2.000000,9.000000,0.000000,0.000000,0.000000,0.864924,35.412562,31.633291,68.341249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,446.640297,2.000000,180.506716,42301.000000,31320.000000,6.000000,20.000000,34244.909270,40025.807058,94127.866017,11718.276183,126592.252317,67211.079342,73211.554812,8006.747861,BENIGN
4562055.330119,9.000000,11.000000,797.021062,314.642590,176.202856,30.711961,42.231206,28.631269,25.825244,17.668528,19.653238,21.120879,1563.509879,4.096915,40484.342151,47392.883020,73963.240453,970.430687,78320.793364,24148.374721,11147.100514,36681.943277,429.311445,71619.236616,23683.425756,8026.956807,126550.969584,356.387725,1.000000,0.000000,0.000000,0.000000,181.000000,109.000000,0.034874,2.206179,24.915685,118.857740,31.871365,34.499582,877.084583,1.000000,1.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,2.214264,38.784142,63.176643,50.054038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,647.697473,5.000000,194.666770,62589.000000,9988.000000,6.000000,20.000000,45461.020105,10847.059298,86584.799840,1952.012609,115616.047764,80734.576146,148039.912896,16765.218975,BENIGN
6363708.909916,12.000000,9.000000,8.882915,516.573696,31.397013,11.585534,37.165969,60.711179,6.850083,18.130882,76.353091,48.967726,358.484050,5.536082,24559.231673,39106.921883,100314.771566,931.342314,160755.321333,24148.668805,3217.162465,106887.779182,733.661314,98766.140505,26795.523769,20053.453482,96959.131657,375.045228,1.000000,0.000000,0.000000,0.000000,243.000000,56.000000,1.496451,0.845066,16.189604,87.292779,76.203576,39.088451,1200.662000,1.000000,1.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.809928,64.909671,54.892071,84.397679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,510.724659,12.000000,495.966609,60289.000000,29849.000000,12.000000,20.000000,58871.664440,30060.546175,67695.112235,16710.159255,102360.568025,69711.492439,211297.460050,9911.263375,BENIGN
4446936.632298,4.000000,4.000000,366.402637,419.191362,3.514436,30.484565,67.155955,38.398498,47.385689,26.941725,32.666865,31.976871,1219.887364,1.273533,32009.709271,37224.822513,41689.708242,179.304441,132082.086271,18013.221480,24322.096469,156744.427867,480.260075,38035.946259,20302.006736,11957.984300,29452.279798,430.246279,1.000000,1.000000,0.000000,0.000000,245.000000,163.000000,3.501305,2.079858,37.329766,118.373661,39.219367,31.685565,383.269027,1.000000,2.000000,0.000000,2.000000,5.000000,0.000000,0.000000,0.000000,1.156212,55.660452,67.861487,49.294700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,543.806734,7.000000,471.742803,50022.000000,60764.000000,12.000000,20.000000,72097.997119,53042.028444,120972.244214,18601.068470,95768.844199,107924.490318,116514.923698,16991.733991,BENIGN
5063541.758384,8.000000,8.000000,191.590893,576.341784,73.019749,28.230129,35.253195,33.839849,42.593370,24.895969,48.354168,33.506008,1027.481992,4.485337,52992.839185,18409.152890,108653.048923,74.916651,59343.161095,27152.204215,17647.726457,95125.599538,431.222206,97828.000247,22167.990037,14725.248049,69434.581998,544.855267,1.000000,1.000000,0.000000,0.000000,140.000000,189.000000,2.846639,1.672286,17.597141,216.763484,21.018488,34.967099,1102.399523,0.000000,1.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.649776,46.368443,48.748246,45.577473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,398.124822,7.000000,295.599838,27618.000000,11290.000000,7.000000,20.000000,28814.275900,57953.203639,93618.195735,8988.785204,93252.930051,56833.666062,153001.273125,20367.526668,BENIGN
477862.930970,5.000000,9.000000,371.923578,278.231298,96.218060,19.496780,28.993664,5.174048,207.511725,26.145171,27.330576,19.532424,625.440797,5.543625,81685.004757,52898.532885,72982.272239,1226.141699,125550.328777,15845.719360,138.497731,114193.461321,344.640446,118317.470538,18125.489429,27760.809309,52081.340621,864.723114,0.000000,0.000000,0.000000,0.000000,174.000000,148.000000,1.039369,0.940656,28.140743,162.282874,39.217522,7.304220,1362.539224,0.000000,37.000000,0.000000,0.000000,14.000000,0.000000,0.000000,0.000000,0.908481,48.828440,14.670727,60.755504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.000000,491.910007,12.000000,604.373129,8218.000000,60626.000000,12.000000,20.000000,56996.022605,53823.256935,150363.444101,8648.833269,79133.309401,80064.457353,167698.256020,8023.331840,FTP-Patator
6263419.336944,12.000000,19.000000,592.292721,655.760989,132.123890,13.716042,53.438011,15.531397,69.560231,9.857560,29.282860,32.280148,587.886292,3.093287,66787.594758,34810.706751,26781.737484,1062.123765,142726.848509,17341.225329,12750.219567,69133.616611,759.365512,120613.810742,11413.551513,7437.397042,64454.044301,428.901867,0.000000,1.000000,0.000000,0.000000,205.000000,148.000000,1.015963,1.000928,24.103920,12.940382,34.698354,13.748765,570.228024,0.000000,1.000000,0.000000,1.000000,13.000000,0.000000,0.000000,0.000000,0.681636,33.494095,15.031091,37.746706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,545.301983,10.000000,494.900997,39739.000000,22085.000000,7.000000,20.000000,45406.362078,74596.942225,105108.377129,14112.907063,95977.904920,67087.658350,203631.885709,21169.035599,BENIGN
7794248.273034,11.000000,12.000000,610.476379,444.207191,61.689440,3.201197,8.731180,30.032664,200.470358,17.445570,67.633485,22.425724,1101.941309,5.417263,9701.334836,60704.072317,128393.132732,890.370090,141094.921576,13765.020722,10487.205117,50448.783593,642.343997,53666.492169,6793.433863,16321.181418,93514.706554,460.061086,0.000000,0.000000,0.000000,0.000000,190.000000,191.000000,2.754177,2.499309,2.483952,65.519847,44.740817,43.415032,875.809919,0.000000,1.000000,0.000000,1.000000,12.000000,0.000000,0.000000,0.000000,0.757398,22.450261,28.487494,56.904228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,609.195996,7.000000,240.249082,50428.000000,44498.000000,8.000000,20.000000,63347.426922,51152.193778,2510.742787,6706.229741,3732.813797,62660.680349,64989.420445,14518.703906,BENIGN
280385.984827,1.000000,10.000000,3168.915539,656.024301,75.902030,11.215068,190.645814,20.660177,51.944697,16.312390,48.095534,16.867682,1105.875278,2.121068,52324.125981,24808.414348,163241.641291,423.482820,146636.592131,29705.387873,12297.780256,108876.742220,11.898240,79067.913488,24589.140449,14115.290171,80940.374579,319.085715,1.000000,0.000000,0.000000,0.000000,215.000000,103.000000,1.909090,1.818618,5.193727,94.003995,58.949408,53.929763,1454.661158,0.000000,2.000000,0.000000,19.000000,5.000000,0.000000,0.000000,0.000000,1.143136,68.064613,19.944060,48.018660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,318.483871,8.000000,365.369387,47617.000000,47337.000000,10.000000,20.000000,75154.920007,18060.696159,80532.374044,22513.137678,91108.690451,37438.776759,182060.425169,14847.055486,Web Attack – XSS
31208845.078838,33.000000,7.000000,453.602822,203.404318,135.761678,7.527955,46.156430,41.060895,61.417868,25.553329,65.377331,19.611928,1525.053908,0.464721,64382.270100,44180.235235,106594.667443,481.774887,124388.742023,14581.740798,6814.489183,52966.590445,423.968420,138557.429794,20375.039142,5287.510205,78883.075201,193.026197,0.000000,0.000000,0.000000,0.000000,138.000000,243.000000,3.045447,1.325689,1.818497,90.576830,40.076094,38.349261,266.287369,0.000000,1.000000,0.000000,35.000000,14.000000,0.000000,0.000000,0.000000,1.443892,60.475646,21.217330,49.201461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,112.393204,8.000000,407.760086,60885.000000,33839.000000,3.000000,20.000000,52506.855690,59509.528209,106518.205310,8747.210354,36320.311957,42633.567562,195142.243377,12116.683477,DoS Slowhttptest
5576259.447029,11.000000,14.000000,357.272889,349.668268,123.151004,29.480382,72.806626,18.327732,23.873527,19.011666,25.558569,35.564971,6.136697,6.271133,83607.034251,37305.262927,95258.488632,748.661446,4700.977701,13415.073586,14910.101492,80320.423443,571.458742,22970.508338,17401.125337,23818.750837,48895.689888,366.773046,0.000000,0.000000,0.000000,0.000000,187.000000,183.000000,1.663676,1.449759,10.092147,124.863426,80.089010,31.574878,845.837541,0.000000,2.000000,0.000000,2.000000,6.000000,0.000000,0.000000,0.000000,1.013404,71.778998,75.216063,93.177719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,427.520794,4.000000,468.221469,13665.000000,55534.000000,10.000000,20.000000,24888.347907,25665.254728,84255.257722,5424.670697,63663.113296,114266.316017,250638.214262,14642.317994,BENIGN
6613506.868009,4.000000,10.000000,347.444712,246.403652,130.439165,22.197269,83.687211,17.117148,60.201312,29.923773,63.460771,25.434007,1138.444004,6.031247,55283.881784,28270.436198,117557.661874,1237.298480,184730.860423,14859.229799,17888.816634,96608.006858,332.370575,115813.292541,20867.555122,19038.108758,84845.547887,667.407031,0.000000,1.000000,0.000000,0.000000,125.000000,248.000000,3.021799,0.254479,6.758265,78.913759,50.669880,11.630039,972.833023,1.000000,2.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.143494,31.822746,55.112877,56.808299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,420.644426,6.000000,5.945743,32438.000000,40674.000000,11.000000,20.000000,37345.216188,63950.891318,61306.051280,18084.963301,127914.646686,22606.611135,120752.437117,32230.429827,BENIGN
7177908.978212,9.000000,8.000000,417.482418,480.092201,56.504742,16.626765,31.877154,25.889702,56.710080,15.269319,32.831246,17.488977,584.096653,5.584234,44235.113273,21862.649696,83253.035479,847.384935,9570.027471,14592.262962,16754.816899,49587.946007,461.403658,87347.329811,15252.193190,20326.561096,130753.773523,293.470371,0.000000,1.000000,0.000000,0.000000,156.000000,283.000000,3.329225,2.644369,17.548097,79.036076,71.512915,33.187845,636.482378,0.000000,2.000000,0.000000,2.000000,11.000000,0.000000,0.000000,0.000000,1.615774,44.548797,76.674412,27.600973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,618.807242,8.000000,235.784144,51917.000000,27429.000000,4.000000,20.000000,46438.592935,45745.255984,42595.535618,13365.589424,95689.397522,79172.498391,158210.094132,21003.638786,BENIGN
419025.738490,2.000000,7.000000,588.089249,361.460550,29.375766,24.290244,30.450457,28.891373,130.028771,16.352418,49.003872,29.702616,1157.905501,5.620102,37595.193965,33423.828868,166975.774973,235.527575,138295.777654,10182.742655,20637.333950,75703.129611,294.047389,135168.438087,24845.905958,16340.184495,63248.803876,539.431188,0.000000,1.000000,0.000000,0.000000,278.000000,152.000000,3.301225,3.263153,7.592367,41.578209,27.519270,46.217159,810.984797,0.000000,44.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.391145,80.110196,45.956657,33.962462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,537.451870,5.000000,752.926151,16386.000000,10853.000000,10.000000,20.000000,43154.993572,31329.891705,147071.281027,16718.354887,41131.505053,46585.865723,129668.953875,17167.071910,FTP-Patator
59360978.637830,83.000000,4.000000,344.810236,466.957857,89.897683,19.674283,52.331129,0.250266,184.919795,5.924305,42.583295,29.169599,815.415669,0.537731,33637.047277,30210.139752,133914.360515,484.863231,75161.225120,22645.630384,1744.070776,121439.421671,576.398331,58367.758902,19503.164661,8299.860928,86546.566697,651.074743,0.000000,0.000000,0.000000,0.000000,181.000000,169.000000,2.355041,2.823791,10.879082,109.521762,48.661174,35.933006,1240.921376,0.000000,1.000000,0.000000,60.000000,9.000000,0.000000,0.000000,0.000000,0.487748,69.993353,33.142677,33.656951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,306.146653,9.000000,380.298916,44338.000000,60911.000000,7.000000,20.000000,52812.667790,66205.053551,95323.575473,6648.174043,85454.006666,32482.940409,71191.297460,7178.246710,DoS slowloris
7910136.635325,16.000000,17.000000,379.040740,449.016820,22.518402,14.276559,43.482046,21.151951,127.050693,8.551002,66.477144,20.336400,1083.263195,6.799606,5579.640438,68290.273262,31270.884369,880.396043,37478.014772,15067.955725,21190.533234,81466.766677,33.706720,16775.905520,27762.846819,1711.974015,65948.468289,476.287618,0.000000,1.000000,0.000000,0.000000,125.000000,125.000000,1.727718,0.480987,26.669418,160.161877,47.964561,27.374900,878.842540,0.000000,2.000000,0.000000,0.000000,13.000000,0.000000,0.000000,0.000000,0.635129,49.299390,45.766243,49.564941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,361.740314,13.000000,327.040492,64192.000000,58080.000000,3.000000,20.000000,68532.770092,39922.490660,45378.434533,6775.149464,37475.358281,16669.248535,126239.237094,16956.639819,BENIGN
6940928.676127,13.000000,5.000000,737.089025,392.394826,136.275340,15.630623,47.415234,15.194123,44.512961,9.457503,50.552815,39.648360,892.169120,3.324222,81608.496682,33793.449933,148596.238818,893.148807,122321.618877,13604.964538,2248.101389,86978.549024,265.417107,180394.208299,14273.146532,30056.831196,99317.985504,194.576274,0.000000,1.000000,0.000000,0.000000,155.000000,252.000000,1.933814,0.022965,27.670627,68.601314,75.979798,67.398260,740.490609,0.000000,2.000000,0.000000,1.000000,8.000000,0.000000,0.000000,0.000000,0.932334,71.778779,39.730157,54.360410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,752.739451,11.000000,461.112115,35869.000000,32228.000000,6.000000,20.000000,51332.122165,66201.459356,124903.477796,12066.014806,73182.068048,69252.566164,200000.763655,26064.805234,BENIGN
9371706.647235,6.000000,5.000000,813.413870,394.541046,220.695231,30.445926,92.589789,19.450790,73.325573,0.219955,47.596025,43.825272,1195.315557,4.496495,44357.190984,33082.388115,23629.584597,986.619935,94664.046101,16592.659562,8489.930600,64840.715424,322.118074,77511.734089,22393.370331,10378.573358,98297.443715,242.289910,1.000000,1.000000,0.000000,0.000000,138.000000,163.000000,2.171507,0.574117,6.667089,125.251800,25.586831,38.921885,1632.480391,1.000000,2.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,1.518258,42.124809,27.086412,61.457242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,645.547373,4.000000,411.106913,41477.000000,53224.000000,5.000000,20.000000,45108.648857,34845.989064,88251.857222,10021.383251,61558.107219,61967.799055,107709.051701,15537.076378,BENIGN
